Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,430000.0,260000.0,0.0,60000.0,750000.0
Split/Second,PS3,2010,Racing,Disney Interactive Studios,310000.0,310000.0,10000.0,120000.0,750000.0
Just Dance 2015,WiiU,2014,Misc,Ubisoft,400000.0,280000.0,0.0,70000.0,750000.0
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,460000.0,220000.0,10000.0,60000.0,750000.0
LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,200000.0,430000.0,10000.0,110000.0,750000.0
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,550000.0,140000.0,0.0,50000.0,750000.0
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,300000.0,160000.0,220000.0,70000.0,740000.0
Resonance of Fate,PS3,2010,Role-Playing,Sega,200000.0,220000.0,240000.0,90000.0,740000.0
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,360000.0,300000.0,20000.0,60000.0,740000.0
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,410000.0,270000.0,0.0,60000.0,740000.0
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,160000.0,300000.0,250000.0,40000.0,740000.0
Brink,PS3,2011,Shooter,Bethesda Softworks,290000.0,320000.0,10000.0,120000.0,740000.0
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,310000.0,350000.0,20000.0,60000.0,740000.0
Blur,PS3,2010,Racing,Activision,220000.0,370000.0,20000.0,130000.0,740000.0
Crysis 2,PC,2011,Action,Electronic Arts,160000.0,450000.0,0.0,130000.0,740000.0
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,270000.0,250000.0,140000.0,80000.0,740000.0
Persona 4: Arena,PS3,2012,Fighting,Atlus,300000.0,120000.0,240000.0,70000.0,740000.0
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,280000.0,160000.0,220000.0,80000.0,730000.0
Call of Duty: Ghosts,PC,2013,Shooter,Activision,230000.0,410000.0,0.0,90000.0,730000.0
F1 2011,X360,2011,Racing,Codemasters,110000.0,510000.0,10000.0,90000.0,730000.0
NHL 11,X360,2010,Sports,Electronic Arts,610000.0,70000.0,0.0,50000.0,730000.0
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,320000.0,340000.0,0.0,70000.0,730000.0
DiRT 3,X360,2011,Racing,Codemasters,230000.0,410000.0,10000.0,80000.0,730000.0
Just Dance Wii,Wii,2011,Misc,Nintendo,0.0,0.0,730000.0,0.0,730000.0
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,470000.0,140000.0,20000.0,90000.0,730000.0
SSX,X360,2012,Sports,Electronic Arts,380000.0,280000.0,0.0,60000.0,720000.0
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,160000.0,20000.0,530000.0,10000.0,720000.0
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,260000.0,360000.0,0.0,100000.0,720000.0
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,190000.0,460000.0,0.0,80000.0,720000.0
God Eater,PSP,2010,Action,Unknown,0.0,0.0,720000.0,0.0,720000.0
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,320000.0,220000.0,80000.0,100000.0,720000.0
Terraria,X360,2013,Action,505 Games,350000.0,310000.0,0.0,60000.0,720000.0
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,180000.0,380000.0,20000.0,130000.0,720000.0
Driver: San Francisco,X360,2011,Racing,Ubisoft,250000.0,390000.0,0.0,80000.0,720000.0
Monster Hunter Tri,WiiU,2012,Role-Playing,Nintendo,260000.0,190000.0,220000.0,40000.0,720000.0
Catherine,PS3,2011,Adventure,Deep Silver,300000.0,150000.0,200000.0,70000.0,720000.0
FIFA Soccer 11,DS,2010,Sports,Electronic Arts,130000.0,500000.0,0.0,90000.0,720000.0
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,190000.0,530000.0,0.0,0.0,710000.0
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,660000.0,0.0,0.0,50000.0,710000.0
Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,420000.0,230000.0,0.0,60000.0,710000.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,160000.0,130000.0,370000.0,60000.0,710000.0
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,170000.0,400000.0,0.0,140000.0,710000.0
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,330000.0,70000.0,270000.0,40000.0,710000.0
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,290000.0,250000.0,60000.0,110000.0,710000.0
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,660000.0,0.0,0.0,50000.0,710000.0
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0.0,0.0,710000.0,0.0,710000.0
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,140000.0,370000.0,0.0,190000.0,710000.0
Football Manager 2014,PC,2013,Sports,Sega,0.0,600000.0,0.0,100000.0,710000.0
WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,220000.0,310000.0,0.0,170000.0,710000.0
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,370000.0,260000.0,10000.0,60000.0,710000.0
Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,300000.0,290000.0,0.0,110000.0,710000.0
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,150000.0,390000.0,10000.0,160000.0,710000.0
London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,Sega,60000.0,500000.0,0.0,150000.0,700000.0
NHL 12,X360,2011,Sports,Electronic Arts,550000.0,100000.0,0.0,50000.0,700000.0
Lalaloopsy,DS,2011,Simulation,Activision,540000.0,100000.0,0.0,60000.0,700000.0
The Sims 3,DS,2010,Simulation,Electronic Arts,390000.0,250000.0,0.0,60000.0,700000.0
Skylanders: Trap Team,WiiU,2014,Action,Activision,390000.0,250000.0,0.0,60000.0,700000.0
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,190000.0,360000.0,10000.0,130000.0,700000.0
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,130000.0,400000.0,0.0,160000.0,700000.0
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,210000.0,180000.0,220000.0,80000.0,700000.0
MotionSports,X360,2010,Sports,Ubisoft,380000.0,260000.0,0.0,60000.0,700000.0
WWE 2K15,X360,2014,Sports,Take-Two Interactive,380000.0,260000.0,0.0,60000.0,690000.0
The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,280000.0,310000.0,50000.0,50000.0,690000.0
Disney Tangled,Wii,2010,Action,Disney Interactive Studios,470000.0,170000.0,0.0,50000.0,690000.0
Minecraft: Story Mode,PS3,2015,Adventure,Mojang,250000.0,330000.0,0.0,110000.0,690000.0
Skylanders: Trap Team,PS3,2014,Action,Activision,240000.0,330000.0,0.0,120000.0,690000.0
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,520000.0,90000.0,10000.0,70000.0,690000.0
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0.0,200000.0,420000.0,70000.0,690000.0
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,220000.0,380000.0,0.0,100000.0,690000.0
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,200000.0,360000.0,0.0,130000.0,690000.0
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,10000.0,610000.0,20000.0,40000.0,690000.0
Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,280000.0,350000.0,0.0,60000.0,690000.0
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,270000.0,320000.0,0.0,100000.0,690000.0
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,390000.0,230000.0,0.0,60000.0,680000.0
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,340000.0,0.0,330000.0,20000.0,680000.0
The Last Story,Wii,2011,Role-Playing,Nintendo,320000.0,130000.0,180000.0,40000.0,680000.0
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,210000.0,360000.0,0.0,110000.0,680000.0
Rayman Legends,WiiU,2013,Platform,Ubisoft,260000.0,330000.0,30000.0,60000.0,680000.0
Metro: Last Light,PS4,2014,Action,Deep Silver,220000.0,300000.0,40000.0,120000.0,680000.0
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,320000.0,0.0,340000.0,20000.0,680000.0
Sniper Elite 3,PS4,2014,Shooter,505 Games,220000.0,330000.0,0.0,130000.0,680000.0
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,390000.0,230000.0,0.0,60000.0,680000.0
Need for Speed (2015),XOne,2015,Racing,Electronic Arts,300000.0,330000.0,0.0,60000.0,680000.0
Country Dance,Wii,2011,Misc,Funbox Media,590000.0,40000.0,0.0,40000.0,680000.0
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,450000.0,170000.0,0.0,50000.0,670000.0
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,260000.0,210000.0,110000.0,90000.0,670000.0
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,400000.0,220000.0,0.0,60000.0,670000.0
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,330000.0,280000.0,0.0,60000.0,670000.0
The Biggest Loser: Challenge,Wii,2010,Sports,THQ,490000.0,130000.0,0.0,50000.0,670000.0
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,200000.0,420000.0,0.0,50000.0,670000.0
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,240000.0,310000.0,10000.0,110000.0,670000.0
RIFT,PC,2011,Role-Playing,Unknown,440000.0,160000.0,0.0,70000.0,670000.0
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,420000.0,180000.0,10000.0,50000.0,670000.0
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,280000.0,300000.0,0.0,80000.0,670000.0
Minecraft: Story Mode,PS4,2015,Adventure,Mojang,230000.0,330000.0,0.0,110000.0,670000.0
Crafting Mama,DS,2010,Simulation,505 Games,400000.0,210000.0,10000.0,50000.0,670000.0
Rock Band 3,Wii,2010,Misc,MTV Games,560000.0,60000.0,0.0,50000.0,670000.0
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0.0,580000.0,0.0,90000.0,670000.0
NHL 13,X360,2012,Sports,Electronic Arts,510000.0,110000.0,0.0,50000.0,670000.0
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,250000.0,260000.0,50000.0,110000.0,670000.0
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,10000.0,530000.0,0.0,120000.0,670000.0
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,350000.0,230000.0,30000.0,60000.0,660000.0
Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0.0,0.0,660000.0,0.0,660000.0
Rayman Legends,PS3,2013,Platform,Ubisoft,140000.0,380000.0,0.0,140000.0,660000.0
Rocksmith 2014,PC,2013,Misc,Ubisoft,350000.0,240000.0,0.0,70000.0,660000.0
Napoleon: Total War,PC,2010,Strategy,Sega,20000.0,520000.0,0.0,120000.0,660000.0
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,60000.0,30000.0,550000.0,20000.0,660000.0
Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,270000.0,250000.0,0.0,140000.0,660000.0
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,150000.0,350000.0,0.0,160000.0,660000.0
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,30000.0,0.0,620000.0,0.0,660000.0
F1 2015,PS4,2015,Racing,Codemasters,90000.0,440000.0,30000.0,90000.0,660000.0
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Action,Disney Interactive Studios,380000.0,220000.0,0.0,60000.0,650000.0
NHL 13,PS3,2012,Sports,Electronic Arts,330000.0,220000.0,0.0,100000.0,650000.0
The Evil Within,XOne,2014,Action,Bethesda Softworks,350000.0,250000.0,0.0,50000.0,650000.0
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,580000.0,0.0,0.0,70000.0,650000.0
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,500000.0,110000.0,0.0,50000.0,650000.0
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,230000.0,150000.0,200000.0,70000.0,650000.0
Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,260000.0,230000.0,50000.0,100000.0,650000.0
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,390000.0,200000.0,0.0,60000.0,650000.0
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,170000.0,40000.0,400000.0,30000.0,650000.0
Crysis 3,PC,2013,Shooter,Electronic Arts,170000.0,390000.0,0.0,90000.0,640000.0
Diablo III,XOne,2014,Role-Playing,Activision,350000.0,240000.0,0.0,50000.0,640000.0
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,200000.0,310000.0,0.0,130000.0,640000.0
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,490000.0,90000.0,10000.0,50000.0,640000.0
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,540000.0,40000.0,0.0,70000.0,640000.0
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,360000.0,230000.0,0.0,50000.0,640000.0
Rayman 3D,3DS,2011,Platform,Ubisoft,230000.0,350000.0,0.0,60000.0,640000.0
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,250000.0,290000.0,0.0,100000.0,640000.0
Dragon Age II,PC,2011,Action,Electronic Arts,230000.0,330000.0,0.0,90000.0,640000.0
NieR,PS3,2010,Role-Playing,Square Enix,170000.0,200000.0,200000.0,70000.0,640000.0
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,260000.0,200000.0,90000.0,100000.0,640000.0
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,230000.0,90000.0,270000.0,50000.0,640000.0
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,220000.0,320000.0,0.0,100000.0,640000.0
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,70000.0,420000.0,0.0,140000.0,640000.0
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,460000.0,120000.0,0.0,50000.0,640000.0
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,200000.0,330000.0,10000.0,100000.0,640000.0
Red Steel 2,Wii,2010,Shooter,Ubisoft,360000.0,210000.0,10000.0,60000.0,630000.0
Just Dance 2015,X360,2014,Misc,Ubisoft,410000.0,160000.0,0.0,60000.0,630000.0
F1 2013,PS3,2013,Racing,Codemasters,10000.0,450000.0,30000.0,150000.0,630000.0
Disney Universe,PS3,2011,Action,Disney Interactive Studios,300000.0,230000.0,0.0,90000.0,630000.0
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,630000.0,0.0,630000.0
DJ Hero 2,Wii,2010,Misc,Activision,490000.0,90000.0,0.0,40000.0,630000.0
Angry Birds Trilogy,3DS,2012,Action,Activision,380000.0,200000.0,0.0,50000.0,630000.0
Just Dance 3,PS3,2011,Misc,Ubisoft,330000.0,210000.0,0.0,90000.0,630000.0
Call of Duty: Black Ops,DS,2010,Shooter,Activision,540000.0,50000.0,0.0,40000.0,630000.0
God of War III,PS4,2015,Action,Sony Computer Entertainment,230000.0,290000.0,10000.0,100000.0,630000.0
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,400000.0,230000.0,0.0,0.0,630000.0
The Crew,XOne,2014,Racing,Ubisoft,240000.0,340000.0,0.0,50000.0,630000.0
Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0.0,0.0,630000.0,0.0,630000.0
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,200000.0,370000.0,0.0,60000.0,630000.0
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,400000.0,170000.0,0.0,50000.0,630000.0
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,350000.0,220000.0,0.0,60000.0,630000.0
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,300000.0,260000.0,0.0,60000.0,620000.0
Vanquish,PS3,2010,Shooter,Sega,210000.0,220000.0,110000.0,90000.0,620000.0
Far Cry 4,PC,2014,Shooter,Ubisoft,150000.0,420000.0,0.0,50000.0,620000.0
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,290000.0,280000.0,0.0,60000.0,620000.0
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,100000.0,230000.0,220000.0,80000.0,620000.0
Evolve,XOne,2015,Shooter,Take-Two Interactive,360000.0,200000.0,0.0,60000.0,620000.0
Dead Island: Riptide,PS3,2013,Action,Deep Silver,260000.0,200000.0,70000.0,90000.0,620000.0
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.0,40000.0,570000.0,10000.0,620000.0
FIFA Soccer,PSV,2012,Sports,Electronic Arts,170000.0,340000.0,20000.0,90000.0,620000.0
Wipeout: The Game,DS,2010,Misc,Activision,580000.0,0.0,0.0,40000.0,620000.0
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,140000.0,140000.0,270000.0,60000.0,620000.0
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,270000.0,180000.0,90000.0,80000.0,620000.0
Rocksmith 2014,PS4,2014,Misc,Ubisoft,340000.0,170000.0,0.0,110000.0,620000.0
Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,620000.0,0.0,620000.0
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,620000.0,0.0,620000.0
NHL 16,PS4,2015,Sports,Electronic Arts,350000.0,150000.0,0.0,110000.0,610000.0
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,210000.0,290000.0,10000.0,110000.0,610000.0
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,120000.0,110000.0,340000.0,50000.0,610000.0
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,390000.0,180000.0,0.0,50000.0,610000.0
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,350000.0,210000.0,0.0,50000.0,610000.0
Just Dance 2014,WiiU,2013,Misc,Ubisoft,330000.0,230000.0,0.0,50000.0,610000.0
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,500000.0,70000.0,0.0,40000.0,610000.0
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,580000.0,0.0,0.0,30000.0,610000.0
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,90000.0,440000.0,0.0,70000.0,610000.0
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,90000.0,70000.0,420000.0,30000.0,610000.0
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,470000.0,90000.0,10000.0,40000.0,610000.0
Split/Second,X360,2010,Racing,Disney Interactive Studios,320000.0,230000.0,0.0,60000.0,610000.0
Fighters Uncaged,X360,2010,Fighting,Ubisoft,310000.0,240000.0,0.0,60000.0,610000.0
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,190000.0,110000.0,250000.0,60000.0,600000.0
MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0.0,0.0,600000.0,0.0,600000.0
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,360000.0,190000.0,0.0,50000.0,600000.0
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,330000.0,220000.0,0.0,50000.0,600000.0
LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,310000.0,220000.0,30000.0,50000.0,600000.0
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,220000.0,250000.0,40000.0,90000.0,600000.0
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,120000.0,370000.0,0.0,100000.0,600000.0
Tomb Raider (2013),XOne,2014,Action,Square Enix,340000.0,210000.0,0.0,50000.0,600000.0
Skylanders SWAP Force,WiiU,2013,Platform,Activision,400000.0,150000.0,0.0,60000.0,600000.0
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,240000.0,250000.0,0.0,110000.0,600000.0
Blur,X360,2010,Racing,Activision,250000.0,280000.0,0.0,60000.0,600000.0
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,550000.0,10000.0,0.0,40000.0,600000.0
NHL 11,PS3,2010,Sports,Electronic Arts,400000.0,130000.0,0.0,70000.0,600000.0
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,380000.0,160000.0,0.0,50000.0,600000.0
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,260000.0,240000.0,0.0,100000.0,600000.0
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,290000.0,220000.0,0.0,90000.0,600000.0
Rayman Origins,PSV,2012,Platform,Ubisoft,130000.0,350000.0,0.0,110000.0,590000.0
London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,70000.0,460000.0,0.0,70000.0,590000.0
Jeopardy!,Wii,2010,Misc,THQ,560000.0,0.0,0.0,30000.0,590000.0
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,150000.0,340000.0,0.0,100000.0,590000.0
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,170000.0,280000.0,50000.0,100000.0,590000.0
Total War: Shogun 2,PC,2011,Strategy,Sega,190000.0,310000.0,0.0,90000.0,590000.0
Yakuza 5,PS3,2012,Action,Sega,0.0,0.0,590000.0,0.0,590000.0
Payday 2,X360,2013,Shooter,505 Games,330000.0,210000.0,0.0,50000.0,590000.0
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,390000.0,140000.0,20000.0,40000.0,590000.0
NHL 12,PS3,2011,Sports,Electronic Arts,360000.0,160000.0,0.0,70000.0,590000.0
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,50000.0,90000.0,420000.0,30000.0,590000.0
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,130000.0,220000.0,10000.0,230000.0,590000.0
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,360000.0,180000.0,0.0,50000.0,590000.0
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,200000.0,220000.0,80000.0,80000.0,590000.0
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,250000.0,250000.0,0.0,90000.0,590000.0
Zumba Fitness,PS3,2010,Sports,505 Games,280000.0,210000.0,0.0,90000.0,590000.0
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,260000.0,220000.0,0.0,100000.0,590000.0
Just Dance 2016,WiiU,2015,Misc,Ubisoft,280000.0,250000.0,0.0,50000.0,580000.0
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,530000.0,20000.0,0.0,40000.0,580000.0
NHL 15,PS4,2014,Sports,Electronic Arts,300000.0,180000.0,0.0,100000.0,580000.0
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,300000.0,220000.0,20000.0,40000.0,580000.0
Rayman Origins,Wii,2011,Platform,Ubisoft,230000.0,290000.0,0.0,70000.0,580000.0
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,310000.0,220000.0,0.0,50000.0,580000.0
Titanfall,PC,2014,Shooter,Electronic Arts,210000.0,300000.0,0.0,70000.0,580000.0
Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,270000.0,260000.0,0.0,50000.0,580000.0
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,370000.0,150000.0,0.0,50000.0,580000.0
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,270000.0,60000.0,220000.0,30000.0,580000.0
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,50000.0,20000.0,500000.0,10000.0,580000.0
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,210000.0,270000.0,0.0,90000.0,580000.0
Rock Band 3,PS3,2010,Misc,MTV Games,430000.0,90000.0,0.0,60000.0,580000.0
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,270000.0,110000.0,140000.0,60000.0,580000.0
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,540000.0,0.0,0.0,40000.0,580000.0
Rooms: The Main Building,DS,2010,Adventure,Nintendo,100000.0,410000.0,10000.0,60000.0,580000.0
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,340000.0,170000.0,20000.0,50000.0,580000.0
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,280000.0,0.0,270000.0,20000.0,570000.0
Disney Universe,X360,2011,Action,Disney Interactive Studios,370000.0,150000.0,0.0,50000.0,570000.0
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,240000.0,240000.0,10000.0,90000.0,570000.0
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,250000.0,270000.0,0.0,60000.0,570000.0
Assassin's Creed II,PC,2010,Action,Ubisoft,10000.0,450000.0,0.0,110000.0,570000.0
Defiance,X360,2013,Shooter,Trion Worlds,380000.0,150000.0,0.0,40000.0,570000.0
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,100000.0,120000.0,290000.0,70000.0,570000.0
Grease,Wii,2010,Misc,505 Games,270000.0,250000.0,0.0,50000.0,570000.0
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,320000.0,200000.0,0.0,50000.0,570000.0
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,190000.0,250000.0,40000.0,90000.0,570000.0
NHL 14,PS3,2013,Sports,Electronic Arts,280000.0,190000.0,0.0,90000.0,570000.0
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,240000.0,280000.0,0.0,50000.0,560000.0
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,320000.0,190000.0,0.0,50000.0,560000.0
Tony Hawk: Shred,Wii,2010,Sports,Activision,410000.0,110000.0,0.0,40000.0,560000.0
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,260000.0,140000.0,120000.0,40000.0,560000.0
Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,440000.0,80000.0,0.0,40000.0,560000.0
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,130000.0,90000.0,270000.0,60000.0,560000.0
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,280000.0,230000.0,0.0,40000.0,560000.0
